malaria-deaths-by-age
Entity,Code,Year,Deaths - Malaria - Sex: Both - Age: Under 5 (Number),Deaths - Malaria - Sex: Both - Age: 70+ years (Number),Deaths - Malaria - Sex: Both - Age: 5-14 years (Number),Deaths - Malaria - Sex: Both - Age: 15-49 years (Number),Deaths - Malaria - Sex: Both - Age: 50-69 years (Number)
Chad,TCD,2003,4810.858379600400,409.28534541121200,584.1390013341480,818.4788563043050,620.3260402697990
Chad,TCD,2004,4840.929049662150,419.6977617556180,588.9637996934420,834.082752615702,640.8137543930550
Chad,TCD,2005,5194.416858667520,437.7497642538720,640.5346063774220,889.6478666408580,681.0282214247680
Chad,TCD,2006,6138.240012732850,463.52057096219200,752.6595118110600,956.7407660192460,740.5540197992200
Chad,TCD,2007,7327.770667938500,487.3625894150400,914.3449843038930,1047.9746432824100,806.3065877842370
Chad,TCD,2008,8270.446839041300,502.4510049724570,1024.1052129864400,1104.198994139320,852.6470417998510
Chad,TCD,2009,8762.301781303140,512.9274768394290,1083.3199150774400,1104.855021712100,850.2479360285350
Chad,TCD,2010,7944.0112012115500,476.2689592434390,1027.5721132291500,1033.820520298860,780.3300492776410
Chad,TCD,2011,7387.055974112990,469.98990003429600,969.5153236102060,1021.5115765096400,772.3473270550430
Chad,TCD,2012,6483.888552787350,470.42366590241100,890.9998476969560,1025.8238489337400,775.503196188595
Chad,TCD,2013,5771.4834232145200,468.969715010945,837.9044501419680,1025.7609206763100,775.5086744896480
Chad,TCD,2014,5220.741366631570,455.75862688231700,791.2035254317860,1026.1029950772500,777.5624379536140
Chad,TCD,2015,4932.619429304180,448.9340483261010,774.1823545954920,1040.642452353530,784.7284922828930
Chad,TCD,2016,4664.881490005770,442.11014994232900,740.1063080778890,1043.289170463980,784.2315937734830
Chad,TCD,2017,4662.141138528230,433.62890070755300,740.0254725449470,1053.367267876270,790.2497415970480
Chile,CHL,1990,0,0,0,0,0
Chile,CHL,1991,0,0,0,0,0
Chile,CHL,1992,0,0,0,0,0
Chile,CHL,1993,0,0,0,0,0
Chile,CHL,1994,0,0,0,0,0
Chile,CHL,1995,0,0,0,0,0
Chile,CHL,1996,0,0,0,0,0
Chile,CHL,1997,0,0,0,0,0
Chile,CHL,1998,0,0,0,0,0
Chile,CHL,1999,0,0,0,0,0
Chile,CHL,2000,0,0,0,0,0
Chile,CHL,2001,0,0,0,0,0
Chile,CHL,2002,0,0,0,0,0
Chile,CHL,2003,0,0,0,0,0
Chile,CHL,2004,0,0,0,0,0
Chile,CHL,2005,0,0,0,0,0
Chile,CHL,2006,0,0,0,0,0
Chile,CHL,2007,0,0,0,0,0
Chile,CHL,2008,0,0,0,0,0
Chile,CHL,2009,0,0,0,0,0
Chile,CHL,2010,0,0,0,0,0
Chile,CHL,2011,0,0,0,0,0
Chile,CHL,2012,0,0,0,0,0
Chile,CHL,2013,0,0,0,0,0
Chile,CHL,2014,0,0,0,0,0
Chile,CHL,2015,0,0,0,0,0
Chile,CHL,2016,0,0,0,0,0
Chile,CHL,2017,0,0,0,0,0
China,CHN,1990,7.169578149132610,16.446084808946,10.118537114010900,111.01220681290500,20.528382052357300
China,CHN,1991,6.997395459148860,17.333322652818600,9.919983345664750,111.34230986461100,20.720830922434000
China,CHN,1992,6.434738684382130,17.985205672184700,9.475731513116310,112.18499888159500,20.332664847777000
China,CHN,1993,5.411182441781280,18.238320623135900,8.53317037414904,107.9251120976060,19.403456173162400
China,CHN,1994,4.950873733025750,19.263240314856800,7.7917935348664700,105.8261591858920,19.10067279502040
China,CHN,1995,4.417432402442330,20.016490554385500,7.278820629481950,104.13160177802800,18.573763281690800
China,CHN,1996,4.279855595136730,21.044446566918200,7.077704535936470,103.0186055272480,18.644472738200000
China,CHN,1997,3.995127696425310,21.659306378298700,6.73988327097565,99.9072948145354,18.52842953618670
China,CHN,1998,3.993584264448980,23.073979861465000,6.528021185793330,99.54140506421850,19.0648524169602
China,CHN,1999,3.939601182716600,24.188574291515100,7.069893118324420,99.98436159174490,19.72124837475430
China,CHN,2000,4.097378175326730,26.267819017602000,7.947597453629220,103.16652572077400,21.031040240965600
China,CHN,2001,4.262989718277450,27.800181203698600,8.359386237754840,105.74774902450600,22.206845915740100
China,CHN,2002,4.420176063704320,30.03713744473150,7.0317190361222600,103.51958860527500,24.903370165686200
China,CHN,2003,4.1662057319203800,32.029835756499100,5.398713662764120,96.51875222437130,26.859789077937400
China,CHN,2004,3.781751123427790,33.32214490498510,4.6606181852644300,95.24832701438830,27.584482789810900
China,CHN,2005,3.4803925742615500,34.815902625867600,4.04840087504853,93.81080471647960,28.062526859140800
China,CHN,2006,2.8265238278356500,33.67949326792230,3.253197295840620,86.1416520706478,26.707812218031700
China,CHN,2007,2.4732244706603900,33.43297772476840,2.7740292093074500,81.12995256558360,25.82660815204630
China,CHN,2008,2.2358569841255300,34.142770629998000,2.6880575592055600,79.25807488027380,24.98837799112410
China,CHN,2009,1.9705577552621000,33.752213299801500,2.6119081496072600,75.82063145516080,23.178488812338400
China,CHN,2010,1.9142626575253000,34.214215871725100,2.4767655383232300,73.15420502091140,22.490921292641200
China,CHN,2011,1.5464954173523400,31.241628965953900,2.2960913497429200,61.51183332364680,20.276083564519100
China,CHN,2012,1.3508392066571500,28.993677684029500,2.2848763345647300,52.655518679754200,19.31474238223300
China,CHN,2013,1.3048992106621900,28.708863622596400,2.3776449214906300,50.0026120084195,20.061700673509900
China,CHN,2014,1.4634562427202700,30.892465582272300,2.508422121474240,49.377215179329700,22.30641603747210
China,CHN,2015,1.3185522591520100,31.336652808047200,2.4616174627724400,45.3697814702122,23.132292173258800
China,CHN,2016,1.3065878487532700,33.0796874371593,2.4611925398860300,44.37878778257700,24.284689354874500
China,CHN,2017,1.1983355442327000,33.96109684317900,2.274568439946340,43.67244040764740,23.749754653599400
Colombia,COL,1990,53.06283560239160,7.284456801105930,33.32776110480160,53.72274186448470,14.403456777983600
Colombia,COL,1991,48.575739624060900,7.473511340544150,31.467747005550900,54.154913936430800,14.273120198692700
Colombia,COL,1992,44.682308810314100,7.335038679880620,28.974751012135600,51.186631275427600,13.539186156085900
Colombia,COL,1993,41.268321064080100,7.004952674438840,26.306279979084000,47.08770209879770,12.573197412003400
Colombia,COL,1994,38.095827463628200,6.800321082280510,24.37871954207820,44.24501032430690,11.987810606869800
Colombia,COL,1995,35.17960990656270,6.7724453746972700,23.185470961187900,42.86925117672790,11.823804809517600
Colombia,COL,1996,32.754071316295100,6.599672104027030,22.080917884808700,41.40659696876520,11.469152462643300
Colombia,COL,1997,30.703591945278800,6.455882612233170,21.248812310979100,40.22949421937070,11.251479327786900
Colombia,COL,1998,29.261807374317500,6.475941954633090,20.48778619324340,40.21107779530780,11.25859732822120
Colombia,COL,1999,27.501487412893500,6.375696201285630,19.086718647910600,39.00642918991420,10.85238116200460
Colombia,COL,2000,26.114695095907500,6.423072739416630,17.721260075496200,39.073919500011800,10.648609561689100
Colombia,COL,2001,24.70221195636170,6.460112101494780,16.934568852527000,39.16985406476260,10.374880917119100
Colombia,COL,2002,22.99040507147070,6.416429905006700,15.88662835193830,36.601739734756000,10.016184614072600
Colombia,COL,2003,21.101379026667900,6.252703158509350,13.865873525429500,31.538186845182500,9.24775299822353
Colombia,COL,2004,19.17568597402670,6.171209528198590,11.857986751888900,28.689441797080800,8.776030713956780
Colombia,COL,2005,17.368253106648900,6.028540402166950,10.378964144242800,24.940211752798400,8.142797605373850
Colombia,COL,2006,15.680228197412800,6.004692070103920,9.060336940886030,23.347205139991400,7.769901306360270
Colombia,COL,2007,13.973342528133300,5.868506715307250,7.456813565823850,20.316289520343600,7.188031797632460
Colombia,COL,2008,12.588205115364100,5.805752062082230,6.345565186225290,18.93711562019530,6.769630301124010
Colombia,COL,2009,11.373253802440600,5.755000711350970,5.6945133751888500,17.926928589650900,6.508393185150150
Colombia,COL,2010,10.378847681459800,5.799829656820780,5.139578574614100,16.83015272545290,6.310166584936690
Colombia,COL,2011,9.25473714185495,5.691326067265050,4.345503541435690,15.183671920505700,5.9406064267879300
Colombia,COL,2012,8.597071674020410,5.775810236996690,3.8688295494046000,14.32134096596930,5.8606058713599900
Colombia,COL,2013,8.118659902716950,5.880881821982250,3.598024325931490,13.391027037906600,5.81682919315977
Colombia,COL,2014,7.200213753702900,5.776620202196400,3.298441533140340,13.092385647512100,5.635892410882840
Colombia,COL,2015,7.618932052387100,6.2418388777642100,3.3488742734620100,13.339183712838300,5.999605243086620
Colombia,COL,2016,7.219358080915000,6.379586027779140,3.3053992345169000,13.584758616136200,6.134064214949090
Colombia,COL,2017,7.149864834040620,6.706208171647670,3.325212760321350,13.880314679866300,6.400025227629110
Comoros,COM,1990,0.49150688856693700,0.18564674103307800,0.4571470062903740,1.6839337134109700,0.23917268984713400
Comoros,COM,1991,0.33764270225595900,0.1886673797570020,0.24998600039602700,1.331244473774800,0.239389906063137
Comoros,COM,1992,0.2714948195934860,0.18552602102242400,0.17460301157106600,1.1310714651378300,0.23470730859907900
Comoros,COM,1993,0.252709845886158,0.18113496239054100,0.1548113062432700,1.0467339135921000,0.23258818056373100
Comoros,COM,1994,0.24099486227970200,0.17763094875031800,0.14368838943825400,1.0153393687827600,0.23371530702325000
Comoros,COM,1995,0.2340706980801120,0.17624099566071500,0.13863552354482300,1.0049640639960800,0.23764022927358900
Comoros,COM,1996,0.2248200547856470,0.1784194322319650,0.13539737246020500,1.0253323565839900,0.24577349745507100
Comoros,COM,1997,0.2226763970100740,0.18353250760531900,0.14368677822519700,1.103149099820630,0.2593903981595230
Comoros,COM,1998,0.263018621112418,0.18861451525771000,0.2068898867053570,1.314381941733500,0.27504665554696500
Comoros,COM,1999,0.3542934833121490,0.18386546945733100,0.36803760145558200,1.6233478383174800,0.27722263941985600
Comoros,COM,2000,0.7162818785793540,0.1754255133247810,1.2188109511559100,2.2890407956057300,0.27548491134704700
Comoros,COM,2001,1.583527747675520,0.16918207790871800,3.8124315797710800,3.1515963662953200,0.2803303509045300
Comoros,COM,2002,1.4988992265517900,0.16429045899456500,3.581672625529340,3.0230035395895400,0.27391774543076400
Comoros,COM,2003,0.9105371627006160,0.15571153818617100,1.8357152221765700,2.410061425415890,0.25557650071128900
Comoros,COM,2004,0.14919966955780300,0.160347579325842,0.11564114377592400,1.02857380817566,0.23148576956053600
Comoros,COM,2005,0.10939426304673800,0.14293227992218200,0.07688043659855030,0.7217768192223980,0.19918319975914300
Comoros,COM,2006,0.1340933939952560,0.1401571238320920,0.11122096116023600,0.9701517318865640,0.2078575377618560
Comoros,COM,2007,0.10334250238317200,0.13547676719269800,0.07094497119066710,0.6512733726526300,0.18519746315359600
Comoros,COM,2008,0.0995086394502688,0.13465942391684200,0.06622240823828760,0.6107520923535820,0.17785064250262600
Comoros,COM,2009,0.11903009533162900,0.14885139930034000,0.09435093587221980,0.8625365724964720,0.19945275996542100
Comoros,COM,2010,0.22569003223430600,0.12992235292628700,0.26638591095490200,1.7229551841466400,0.1908960072469210
Comoros,COM,2011,0.17378149386611800,0.1412904441507720,0.18569525357496400,1.4869371878383700,0.19611683716314000
Comoros,COM,2012,0.21442300423127700,0.14151743200671200,0.27154697437381900,1.8606178692896900,0.20120633176064700
Comoros,COM,2013,0.16369258974370000,0.14872060256158300,0.2064921800849040,1.7256159297568300,0.20689164263626300
Comoros,COM,2014,0.0718222513231416,0.15188139735652300,0.04877055140222670,0.5598698395003090,0.17392888371028100
Comoros,COM,2015,0.06922505257725120,0.1559391490453450,0.0473906454675567,0.564694383270212,0.17737456806711700
Comoros,COM,2016,0.06597766766210230,0.1623568892433470,0.04637738129708980,0.5807468630031140,0.1849190434578280
Comoros,COM,2017,0.06432641163241300,0.16637221432045600,0.04530686331688600,0.58266128828277,0.18629378705396100
Congo,COG,1990,1031.1864611074400,66.24498714758330,103.8049360903530,324.95689171695300,232.84145673009400
Congo,COG,1991,1090.2433227816,66.74843255874970,107.21430521090300,342.59566633856800,243.04184454693700
Congo,COG,1992,1144.3548459690900,69.78163134883350,113.10776445802100,362.1660160643110,254.3590498028700
Congo,COG,1993,1185.122177010700,70.04456020728270,117.53894853590900,381.42865208770400,263.5249120305960
Congo,COG,1994,1251.4866648264500,74.28216105435210,138.59093474683900,437.4837380098140,280.80698274035300
Congo,COG,1995,1317.038137015930,78.92254490815680,145.84584764568700,470.15687217269500,296.32954838748700
Congo,COG,1996,1393.6972535662100,82.59955643083680,156.34605839260000,506.6179385374090,309.46220401336800
Congo,COG,1997,1461.3520466203000,86.49085409386980,179.92796460523200,569.5443011727280,331.25261311789000
Congo,COG,1998,1553.6350618184100,92.40104806745700,169.08311185484100,559.0708986599100,339.01460997511200
Congo,COG,1999,1652.3299481576000,98.03990955330450,187.69903249421300,606.2313654905340,359.0001219971800
Congo,COG,2000,1700.7632001842100,108.74408612837400,190.4696005320270,619.8183613823250,362.8925672647560
Congo,COG,2001,1900.3686773789800,113.84711148980800,195.51961180262900,639.0607646239030,393.38634703661000
Congo,COG,2002,1985.8209563689300,123.7842322957240,202.51015643285800,663.2100735495240,411.90406310915800
Congo,COG,2003,1997.0222579829800,125.89097128198600,218.37021375272600,717.8594948917860,434.405325426024
Congo,COG,2004,1875.8686004066100,127.1264540710700,210.3952898212550,724.097206957317,432.98047113287100
Congo,COG,2005,1767.7512500757100,121.89533728813400,206.76818715810900,719.0600136396190,418.77760426031800
Congo,COG,2006,1578.3334011696400,119.73748020396000,189.74550110560000,694.1534050769570,400.1849904018
Congo,COG,2007,1405.0379936054400,113.06402809318100,175.74430468041800,675.7397250560460,388.65172650481600
Congo,COG,2008,1183.4491085726000,105.68924962203700,153.28778091774900,634.1321422895030,364.94465429820600
Congo,COG,2009,1093.5050679833700,105.23868165891800,147.2103504615130,620.3990089816780,359.2447272920550
Congo,COG,2010,1032.8905668081400,109.32407763343700,144.87618848378500,630.9443124360640,369.1565019121420
Congo,COG,2011,1026.8066064483000,112.87255469298300,140.89218732749700,658.4326953207820,399.73381304354700
Congo,COG,2012,952.1387366770010,118.29515564345300,148.49160002605600,683.808622452922,415.9284563587750
Congo,COG,2013,856.9259365981260,117.92358923410900,144.06664083655900,689.0191173072920,427.5088975031300
Congo,COG,2014,820.2121200178940,119.72215008733100,145.67985735744000,701.2236352284670,443.5527520489290
Congo,COG,2015,767.4719520289850,122.37571366286400,144.0018052039790,716.1961060031620,463.5228562430020
Congo,COG,2016,748.8871221351270,127.46169219176800,147.88623701866200,735.368422751512,485.7651687896680
Congo,COG,2017,738.9161346715390,126.97959190116000,148.3479726663700,734.2602673247190,495.50097334723400
Costa Rica,CRI,1990,0.012911890801308300,0.10550845813725800,0.017585961182241300,0.35359771619382400,0.10045144031538800
Costa Rica,CRI,1991,0.011682978474791700,0.10396541838055500,0.015949484346002500,0.33337644717446000,0.09705639102770770
Costa Rica,CRI,1992,0.010809217658145300,0.10240780972404900,0.016197200588055300,2.797883440930000,0.0947077800407318
Costa Rica,CRI,1993,0.009585190369767530,0.09867400060331560,0.014286288458085300,0.3234564191029450,0.092279289561203
Costa Rica,CRI,1994,0.00881865780356763,0.09858583523056190,0.013894134238196800,0.323015308391428,0.09475852140612340
Costa Rica,CRI,1995,0.00821206422116731,0.09821527118175620,0.014302250062307800,0.32423731684451200,0.09430307963083050
Costa Rica,CRI,1996,0.007250055893718480,0.09241515065659570,0.013642240230314400,0.2986964348882380,0.08613404917112760
Costa Rica,CRI,1997,0.007618832626162280,0.08944414129438770,0.013198793782705500,0.29856531414720400,0.08315330321806300
Costa Rica,CRI,1998,0.0067306554173010100,0.08742093130704400,0.011909861854440300,0.2952729880173950,0.08084418286253850
Costa Rica,CRI,1999,0.005998452382524550,0.0869170666190713,0.010738007476888900,0.2922310159068070,0.07950219921767160
Costa Rica,CRI,2000,0.005047019781334810,0.08281055793610060,0.009139457788730270,0.25918408928916200,0.07470079383943620
Costa Rica,CRI,2001,0.004991001878827660,0.08152350605688120,0.00905510132824884,0.2505565413389600,0.07258830151483690
Costa Rica,CRI,2002,0.004596105920132550,0.07580278146624090,0.008838503376202310,0.2395899445900420,0.06892264660087600
Costa Rica,CRI,2003,0.003841895531915870,0.07471613363382710,0.007873047793275610,0.23222936490815700,0.06798331784667160
Costa Rica,CRI,2004,0.003283008642975060,0.07359328397730210,0.007371273522079970,0.21797571815307400,0.06663399606327530
Costa Rica,CRI,2005,0.0028994105773463200,0.06723301537602180,0.007023840058844960,0.19543632612760700,0.062016033735107700
Costa Rica,CRI,2006,0.0026943118091262900,0.06688380833631380,0.006354160115519980,0.1985527441352850,0.06312662818985940
Costa Rica,CRI,2007,0.0027547886715626200,0.05917805200418900,0.005181441424795380,0.1726322944847890,0.054579783689864000
Costa Rica,CRI,2008,0.002459822078555550,0.05712198642484160,0.004841355230796210,0.17173043444047300,0.05439778753988520
Costa Rica,CRI,2009,0.002186524842914740,0.05576789140013930,0.004392942109668650,0.16499649931353700,0.05331876005428750
Costa Rica,CRI,2010,0.0022017668058989000,0.059127947102880700,0.004644325166903250,0.17335307273456300,0.057698641130918700
Costa Rica,CRI,2011,0.00198581505106686,0.05517947910753930,0.004423072093292710,0.15190874053567600,0.054176633031601900
Costa Rica,CRI,2012,0,0,0,0,0
Costa Rica,CRI,2013,0,0,0,0,0
Costa Rica,CRI,2014,0,0,0,0,0
Costa Rica,CRI,2015,0,0,0,0,0
Costa Rica,CRI,2016,0,0,0,0,0
Costa Rica,CRI,2017,0,0,0,0,0
Cote d'Ivoire,CIV,1990,13952.03524059840,477.1762248141990,1541.5668882417000,1962.381399079400,1276.5290074339400
Cote d'Ivoire,CIV,1991,14544.39762143390,525.6058173175360,1635.8202939330200,2106.7475072438900,1358.536477149850
Cote d'Ivoire,CIV,1992,15087.284820324300,579.5704186928440,1723.98447238132,2248.5864539066400,1447.3783854203400
Cote d'Ivoire,CIV,1993,15502.511123164500,635.1318174375740,1833.9578989764400,2440.58059476977,1544.1282312931600
Cote d'Ivoire,CIV,1994,15941.619468655100,682.1474271698860,1927.718791239140,2611.5663845011700,1637.4635654260300
Cote d'Ivoire,CIV,1995,16325.576739760300,733.1799559244730,1997.51409229541,2781.131342121250,1743.595298643570
Cote d'Ivoire,CIV,1996,16725.77434138280,782.8345787567970,2063.4825421004300,2956.3491207196300,1838.060022317160
Cote d'Ivoire,CIV,1997,17142.344054934800,832.2874774158820,2121.4356402109800,3122.659100351770,1927.1383058995200
Cote d'Ivoire,CIV,1998,17577.664019282200,890.3420075982720,2183.2780727795700,3329.1438294695700,2034.225593541480
Cote d'Ivoire,CIV,1999,17976.727099021500,956.3471776095310,2225.3908460666500,3517.0360523623600,2149.1342706911100
Cote d'Ivoire,CIV,2000,18691.460788289100,1044.0484221604400,2288.2252100461200,3761.377332267950,2308.2634091087600
Cote d'Ivoire,CIV,2001,20938.542333488400,1216.439253090680,2514.9737490071300,4298.165632584230,2649.8117725411800
Cote d'Ivoire,CIV,2002,22097.923711921100,1345.9667186417800,2645.599263321760,4700.946325369620,2891.6174355408700
Cote d'Ivoire,CIV,2003,22533.37515733870,1446.547015238950,2724.3378845916600,5018.296575066820,3081.030875448660
Cote d'Ivoire,CIV,2004,22126.936110584700,1482.712904870260,2699.070305380950,5108.390410990220,3145.9271317844800
Cote d'Ivoire,CIV,2005,19862.967042401900,1442.480895860260,2482.863299051560,4972.426596922620,3073.269579550330
Cote d'Ivoire,CIV,2006,19196.429188183000,1415.4916695285900,2415.9228869499500,4893.390723628370,3024.933633605080
Cote d'Ivoire,CIV,2007,19107.816328231500,1427.8425253402600,2406.9063786055900,4925.713568244420,3061.0137343496000
Cote d'Ivoire,CIV,2008,20204.088540722700,1490.8936772872900,2526.8007191667600,5130.4642384684300,3210.839506759780
Cote d'Ivoire,CIV,2009,20804.68042240110,1525.4248055672000,2591.646843280090,5252.698920876700,3318.9704398513000
Cote d'Ivoire,CIV,2010,19921.99666423580,1506.9239713822600,2518.1682148618500,5186.149522232360,3314.93531014771
Cote d'Ivoire,CIV,2011,18080.310666759800,1444.6312508767000,2291.159863156810,4999.443868726010,3215.6997837687000
Cote d'Ivoire,CIV,2012,14755.900405113000,1301.1077674841100,1908.084840331510,4536.804749375090,2938.25273856373
Cote d'Ivoire,CIV,2013,11261.813003488800,1145.4466609597700,1529.4871484017300,4014.422153584880,2618.143187155100
Cote d'Ivoire,CIV,2014,9371.056185383250,1031.0577724669900,1309.3493503699100,3607.5511321645700,2372.7247542868700
Cote d'Ivoire,CIV,2015,8443.518198418340,976.5062929605590,1196.1902108409700,3401.1722151447400,2256.8878930606000
Cote d'Ivoire,CIV,2016,8436.825959649310,1007.6199456693000,1196.0029708189200,3483.865226167120,2339.1038258164800
Cote d'Ivoire,CIV,2017,8240.20908341869,1007.7357794315100,1178.761977395890,3469.9563996338400,2354.4563399570100
Croatia,HRV,1990,0,0,0,0,0
Croatia,HRV,1991,0,0,0,0,0
Croatia,HRV,1992,0,0,0,0,0
Croatia,HRV,1993,0,0,0,0,0
Croatia,HRV,1994,0,0,0,0,0
Croatia,HRV,1995,0,0,0,0,0
Croatia,HRV,1996,0,0,0,0,0
Croatia,HRV,1997,0,0,0,0,0
Croatia,HRV,1998,0,0,0,0,0
Croatia,HRV,1999,0,0,0,0,0
Croatia,HRV,2000,0,0,0,0,0
Croatia,HRV,2001,0,0,0,0,0
Croatia,HRV,2002,0,0,0,0,0
Croatia,HRV,2003,0,0,0,0,0
Croatia,HRV,2004,0,0,0,0,0
Croatia,HRV,2005,0,0,0,0,0
Croatia,HRV,2006,0,0,0,0,0
Croatia,HRV,2007,0,0,0,0,0
Croatia,HRV,2008,0,0,0,0,0
Croatia,HRV,2009,0,0,0,0,0
Croatia,HRV,2010,0,0,0,0,0
Croatia,HRV,2011,0,0,0,0,0
Croatia,HRV,2012,0,0,0,0,0
Croatia,HRV,2013,0,0,0,0,0
Croatia,HRV,2014,0,0,0,0,0
Croatia,HRV,2015,0,0,0,0,0
Croatia,HRV,2016,0,0,0,0,0
Croatia,HRV,2017,0,0,0,0,0
Cuba,CUB,1990,0,0,0,0,0
Cuba,CUB,1991,0,0,0,0,0
Cuba,CUB,1992,0,0,0,0,0
Cuba,CUB,1993,0,0,0,0,0
Cuba,CUB,1994,0,0,0,0,0
Cuba,CUB,1995,0,0,0,0,0
Cuba,CUB,1996,0,0,0,0,0
Cuba,CUB,1997,0,0,0,0,0
Cuba,CUB,1998,0,0,0,0,0
Cuba,CUB,1999,0,0,0,0,0
Cuba,CUB,2000,0,0,0,0,0
Cuba,CUB,2001,0,0,0,0,0
Cuba,CUB,2002,0,0,0,0,0
Cuba,CUB,2003,0,0,0,0,0
Cuba,CUB,2004,0,0,0,0,0
Cuba,CUB,2005,0,0,0,0,0
Cuba,CUB,2006,0,0,0,0,0
Cuba,CUB,2007,0,0,0,0,0
Cuba,CUB,2008,0,0,0,0,0
Cuba,CUB,2009,0,0,0,0,0
Cuba,CUB,2010,0,0,0,0,0
Cuba,CUB,2011,0,0,0,0,0
Cuba,CUB,2012,0,0,0,0,0
Cuba,CUB,2013,0,0,0,0,0
Cuba,CUB,2014,0,0,0,0,0
Cuba,CUB,2015,0,0,0,0,0
Cuba,CUB,2016,0,0,0,0,0
Cuba,CUB,2017,0,0,0,0,0
Cyprus,CYP,1990,0,0,0,0,0
Cyprus,CYP,1991,0,0,0,0,0
Cyprus,CYP,1992,0,0,0,0,0
Cyprus,CYP,1993,0,0,0,0,0
Cyprus,CYP,1994,0,0,0,0,0
Cyprus,CYP,1995,0,0,0,0,0
Cyprus,CYP,1996,0,0,0,0,0
Cyprus,CYP,1997,0,0,0,0,0
Cyprus,CYP,1998,0,0,0,0,0
Cyprus,CYP,1999,0,0,0,0,0
Cyprus,CYP,2000,0,0,0,0,0
Cyprus,CYP,2001,0,0,0,0,0
Cyprus,CYP,2002,0,0,0,0,0
Cyprus,CYP,2003,0,0,0,0,0
Cyprus,CYP,2004,0,0,0,0,0
Cyprus,CYP,2005,0,0,0,0,0
Cyprus,CYP,2006,0,0,0,0,0
Cyprus,CYP,2007,0,0,0,0,0
Cyprus,CYP,2008,0,0,0,0,0
Cyprus,CYP,2009,0,0,0,0,0
Cyprus,CYP,2010,0,0,0,0,0
Cyprus,CYP,2011,0,0,0,0,0
Cyprus,CYP,2012,0,0,0,0,0
Cyprus,CYP,2013,0,0,0,0,0
Cyprus,CYP,2014,0,0,0,0,0
Cyprus,CYP,2015,0,0,0,0,0
Cyprus,CYP,2016,0,0,0,0,0
Cyprus,CYP,2017,0,0,0,0,0
Czechia,CZE,1990,0,0,0,0,0
Czechia,CZE,1991,0,0,0,0,0
Czechia,CZE,1992,0,0,0,0,0
Czechia,CZE,1993,0,0,0,0,0
Czechia,CZE,1994,0,0,0,0,0
Czechia,CZE,1995,0,0,0,0,0
Czechia,CZE,1996,0,0,0,0,0
Czechia,CZE,1997,0,0,0,0,0
Czechia,CZE,1998,0,0,0,0,0
Czechia,CZE,1999,0,0,0,0,0
Czechia,CZE,2000,0,0,0,0,0
Czechia,CZE,2001,0,0,0,0,0
Czechia,CZE,2002,0,0,0,0,0
Czechia,CZE,2003,0,0,0,0,0
Czechia,CZE,2004,0,0,0,0,0
Czechia,CZE,2005,0,0,0,0,0
Czechia,CZE,2006,0,0,0,0,0
Czechia,CZE,2007,0,0,0,0,0
Czechia,CZE,2008,0,0,0,0,0
Czechia,CZE,2009,0,0,0,0,0
Czechia,CZE,2010,0,0,0,0,0
Czechia,CZE,2011,0,0,0,0,0
Czechia,CZE,2012,0,0,0,0,0
Czechia,CZE,2013,0,0,0,0,0
Czechia,CZE,2014,0,0,0,0,0
Czechia,CZE,2015,0,0,0,0,0
Czechia,CZE,2016,0,0,0,0,2.3137830079741300
Czechia,CZE,2017,0,0,0,0,0
Democratic Republic of Congo,COD,1990,56694.476578249300,1291.9552042534900,4970.150197299570,7672.457953453190,5337.073593878430
Democratic Republic of Congo,COD,1991,58438.747837683400,1432.8300885337100,5295.834770433260,8222.878897194030,5524.782426417110
Democratic Republic of Congo,COD,1992,60041.08581964040,1499.855128226670,5538.124507555660,8544.55577577326,5655.344755267800
Democratic Republic of Congo,COD,1993,61655.53107759590,1558.9610865550000,5710.321277588230,8774.919816888090,5804.964226150270
Democratic Republic of Congo,COD,1994,63037.74594803770,1610.8696948411400,5786.818055979310,9020.789852601330,5990.547389470160
Democratic Republic of Congo,COD,1995,64144.536228727600,1695.6728357404600,6022.622380928810,9675.304305540270,6303.665518217500
Democratic Republic of Congo,COD,1996,64648.81691627320,1805.3206710947000,6162.1149170132900,10353.863176332000,6709.109979495370
Democratic Republic of Congo,COD,1997,66696.779850817,1833.2723576973600,6250.965424135180,10291.05156243020,6686.927580249330
Democratic Republic of Congo,COD,1998,68510.73702186450,1919.2403353478700,6508.439735996880,10854.183157335000,6905.098959255870
Democratic Republic of Congo,COD,1999,69781.72111904740,2004.4209372283400,6758.0985010616800,11376.453012037100,7121.491121013640
Democratic Republic of Congo,COD,2000,72558.20458599830,2161.2374795362900,7095.538667493600,12070.429164409200,7327.011089700710
Democratic Republic of Congo,COD,2001,75244.11621676410,2314.9114000810000,7319.979430148240,12719.038697647700,7637.827620061200
Democratic Republic of Congo,COD,2002,76852.04051977090,2392.347043780740,7492.666909956830,13195.463905558000,7863.66584925413
Democratic Republic of Congo,COD,2003,80633.12961537570,2539.635017327790,7878.600831980990,14074.127642169500,8368.927423108730
Democratic Republic of Congo,COD,2004,83293.95683861300,2606.6443527075800,8006.824073203100,14433.858456634100,8702.714047907580
Democratic Republic of Congo,COD,2005,85101.87687654890,2670.1378105165800,8224.502019332340,14887.842206582000,8942.863732396740
Democratic Republic of Congo,COD,2006,85988.57382706510,2740.0643523214600,8370.37025458943,15285.12527316190,9176.21461192843
